pdf_hash;body_id;azm_deg;azm_src;dip_deg;dip_src;ddr_deg;ddr_src;stl_m;stl_src;twd_m;twd_src;dwd_m;dwd_src;plg_deg;plg_src;pdr_deg;pdr_src;ore_shape;target_name;target_role;evidence_pages
2695239F;3;;;;;;;609.6;bounded;39.6;bounded;182.9;range_mean;;;;;LEN;FON - Brown lens;MAIN;27
2695239F;4;;;;;;;;;18.6;exact;205.7;range_mean;;;;;LEN;FON - Amber Zone;MAIN;27
2695239F;5;;;;;;;;;18.3;exact;106.7;range_mean;;;;;LEN;FON - Upper Red lens;MAIN;27
2695239F;6;;;;;;;;;26.8;exact;609.6;exact;;;;;LEN;FON - Lower Red lens;MAIN;27
2695239F;7;;;;;;;;;2.1;exact;274.3;range_mean;;;;;LEN;FON - Blue FW West lens;MAIN;29
269780FC;1;;;;;;;950.0;exact;;;370.0;bounded;;;;;TAB;Orion Gold Deposit;MAIN;18|21
269780FC;2;;;;;;;400.0;exact;;;350.0;exact;20.0;exact;;;IRR;Discovery Zone;MAIN;21
269780FC;3;;;;;;;550.0;bounded;;;370.0;exact;22.5;range_mean;;;IRR;Main Zone;MAIN;21
269780FC;4;;;;;;;50.0;exact;;;75.0;bounded|range_mean;45.0;exact;;;TAB;EMS Zone;MAIN;21
269780FC;5;;;;;;;;;1.1;range_mean;300.0;exact;;;;;TAB;Main B Zone;MAIN;25
269780FC;6;;;;;;;;;15.5;range_mean;;;;;;;TAB;Discovery Zone;MAIN;21
269780FC;7;;;;;;;;;7.8;range_mean;;;;;;;TAB;Main Zone;MAIN;21
269D92B2;1;;redundant_with_ddr;85.0;range_mean;45.0;from_dip_cardinal;;;65.0;bounded;;;;;;;TAB;Cerro Prieto;MAIN;40
269D92B2;2;;;;;;;;;36.3;exact;;;;;;;N/A;Cerro Prieto;MAIN;47
269D92B2;3;;;;;;;;;1.7;exact;;;;;;;TAB;Cerro Prieto;MAIN;43
269D92B2;4;;;;;;;;;1.0;exact;;;;;;;TAB;Cerro Prieto;MAIN;43
269D92B2;5;;;;;;;;;20.5;range_mean;;;;;;;TAB;Cerro Prieto;MAIN;43
26AEFA94;1;;redundant_with_ddr;75.0;range_mean;180.0;from_dip_cardinal;2300.0;exact;;;805.0;bounded;;;;;TAB;Thunder Lake Deposit;MAIN;63
26AEFA94;2;;;;;;;2300.0;bounded;17.5;range_mean;;;;;;;N/A;Thunder Lake Deposit;MAIN;64
26AEFA94;3;;;;;;;50.0;bounded;;;;;;;;;IRR;Thunder Lake Deposit;MAIN;68
26E2E779;1;;;;;;;1000.0;exact;200.0;bounded;;;;;;;IRR;El Urf;MAIN;19
26E2E779;2;;;;;;;300.0;bounded;7.6;bounded|range_mean;;;;;;;TAB;El Urf;MAIN;22
26E2E779;3;0.0;exact;;;;;2100.0;exact;340.0;range_mean;;;;;;;IRR;El Urf;MAIN;24
26E2E779;4;;;;;;;250.0;range_mean;80.0;range_mean;;;;;;;SWK;El Urf;MAIN;24
26E2E779;5;0.0;exact;;;;;1600.0;exact;550.0;range_mean;;;;;;;IRR;El Urf;MAIN;26
26E2E779;6;;;;;;;500.0;exact;680.0;exact;;;;;;;BXS;El Urf;MAIN;27
26E2E779;7;0.0;exact;;;;;570.0;exact;150.0;range_mean;;;;;;;BXS;El Urf;MAIN;27
26E2E779;8;0.0;exact;;;;;1200.0;exact;125.0;range_mean;;;;;;;IRR;El Urf;MAIN;28
26E2E779;9;0.0;exact;;;;;2000.0;bounded;655.0;range_mean;;;;;;;IRR;El Urf;MAIN;29
26E2E779;10;;redundant_with_ddr;55.0;range_mean;90.0;from_dip_cardinal;770.0;bounded;450.0;exact;;;;;;;IRR;El Urf;MAIN;30
27A57F06;1;180.0;exact;;;;;;;50.0;bounded;;;;;;;IRR;Tesoros Fault Zone;MAIN;18
2760CB43;1;;;;;;;1600.0;bounded|range_mean;;;;;;;;;TAB;Cerro Moro;MAIN;57
2760CB43;2;;;;;;;;;4.0;bounded;;;;;;;TAB;Cerro Moro;MAIN;57
2760CB43;3;;;;;;;;;12.5;range_mean;;;;;;;SWK;Cerro Moro;MAIN;57
275349AD;1;;;;;;;450.0;from_2d_footprint;250.0;from_2d_footprint;450.0;exact;;;;;IRR;North Zone;MAIN;38
275349AD;2;;;;;;;;;;;130.0;exact;;;;;IRR;North Zone;MAIN;39|40
275349AD;3;;;;;;;;;;;60.0;exact;;;;;TAB;North Zone;MAIN;40
275349AD;4;317.5;range_mean;;;;;;;;;70.0;exact;;;;;TAB;North Zone;MAIN;40
275349AD;5;;;;;;;;;;;250.0;exact;;;;;N/A;North Zone;MAIN;41
275349AD;6;;;;;;;;;;;70.0;exact;;;;;N/A;North Zone;MAIN;41
275349AD;7;;;;;;;;;25.0;bounded;80.0;exact;;;;;N/A;North Zone;MAIN;41
27E23882;1;;;;;;;4000.0;exact;1000.0;exact;;;;;;;IRR;Santa Lucia North;MAIN;33
27E23882;2;;;;;;;200.0;exact;55.0;range_mean;;;;;;;IRR;Santa Lucia North;MAIN;34
27E23882;3;;;;;;;300.0;exact;100.0;exact;;;;;;;IRR;Santa Lucia North;MAIN;35
27E23882;4;;;;;;;1800.0;exact;200.0;exact;;;;;;;IRR;Santa Lucia North;MAIN;37
27B385F5;1;;;;;;;;;;;;;;;;;FLD;CUMO;MAIN;46
27E84AFC;1;;;;;;;200.0;exact;100.0;exact;240.0;exact;;;;;N/A;Duggan Zone;MAIN;31
281F107D;1;;;;;;;500.0;exact;65.0;range_mean;200.0;bounded;35.0;exact;135.0;from_cardinal;IRR;Spinifex Ridge;MAIN;33
281F107D;2;;;;;;;30.0;approx_magnitude;;unparseable;;;;;;;TAB;Spinifex Ridge;MAIN;33
282F8A45;1;0.0;exact;;;;;300.0;exact;80.0;exact;;;;;;;IRR;Herrick Deposit;MAIN;39
282F8A45;2;;;;;;;;;3.5;range_mean;;;;;;;TAB;Herrick Deposit;MAIN;32
282F8A45;3;;;;;;;;;1.8;exact;;;;;;;TAB;Herrick Deposit;MAIN;28
286AFF53;1;;;;;;;100.0;bounded;1.0;exact;300.0;approx_magnitude;;;;;LEN;Woodlawn;MAIN;25|27
27FBB00B;1;;;;;;;;;;;;;;;;;TAB;The Property;MAIN;16|19
27FBB00B;2;;;;;;;;;;;;;;;;;LEN;The Property;MAIN;16
27FBB00B;3;;;;;;;;;;;;;;;;;IRR;The Property;MAIN;19
27FBB00B;4;;;;;;;;;0.5;exact;103.0;exact;;;;;N/A;The Property;MAIN;21
27FBB00B;5;;;;;;;;;0.4;exact;104.1;exact;;;;;N/A;The Property;MAIN;21
2842D028;1;;;;;;;1300.0;exact;;;;;;;;;LEN;Zun-Holba;MAIN;73
2842D028;2;;;;;;;;;47.5;range_mean;;;;;;;N/A;Zun-Holba;MAIN;73
2842D028;3;;;;;;;35.0;range_mean;1.5;range_mean;;;;;;;N/A;Zun-Holba;MAIN;59
2842D028;4;;;;;;;1000.0;bounded;4.0;range_mean;;;;;;;N/A;Zun-Holba;MAIN;59
2842D028;5;;redundant_with_ddr;87.5;range_mean;225.0;from_dip_cardinal;;;1.9;exact;;;;;;;LEN;Zun-Holba;MAIN;61
2842D028;6;;redundant_with_ddr;82.5;range_mean;225.0;from_dip_cardinal;77.5;range_mean;1.4;exact;;;;;;;N/A;Zun-Holba;MAIN;61
2842D028;7;310.0;range_mean;;;;;;;1.6;exact;;;;;;;LEN;Zun-Holba;MAIN;63
2842D028;8;;;;;;;100.0;exact;1.3;exact;76.0;range_mean;;;;;LEN;Zun-Holba;MAIN;63
2842D028;9;;redundant_with_ddr;80.0;exact;225.0;from_dip_cardinal;256.0;exact;1.8;exact;190.0;exact;;;;;LEN;Zun-Holba;MAIN;65
2842D028;10;;redundant_with_ddr;79.0;range_mean;225.0;from_dip_cardinal;;;2.1;exact;;;;;;;LEN;Zun-Holba;MAIN;65
2842D028;11;;;77.5;range_mean;135.0;from_dip_cardinal;146.5;range_mean;1.2;exact;;;;;;;LEN;Zun-Holba;MAIN;65
2842D028;12;;redundant_with_ddr;86.0;range_mean;225.0;from_dip_cardinal;25.0;range_mean;1.3;exact;;;;;;;LEN;Zun-Holba;MAIN;67
2842D028;13;;redundant_with_ddr;85.0;range_mean;225.0;from_dip_cardinal;;;1.4;exact;;;;;;;N/A;Zun-Holba;MAIN;67
28954D2F;1;282.5;range_mean;;;;;;;;;;;;;;;TAB;Mina Verde;MAIN;34
28954D2F;2;;;;;;;;;8.2;range_mean;;;;;;;N/A;Mina Verde;MAIN;44
28F8BA71;1;;;65.0;range_mean;;;4800.0;exact;;;540.0;exact;;;;;TAB;C-Zone;MAIN;31|34
28F8BA71;2;;;;;;;;;50.5;bounded|range_mean;;;;;;;TAB;C-Zone;MAIN;33
289E6193;1;;;;;;;;;10.5;bounded|range_mean;;;;;;;TAB;South Kivu-Maniema Gold Belt;MAIN;81
292AB7DA;1;;redundant_with_ddr;80.0;range_mean;135.0;from_dip_cardinal;50.0;exact;;;200.0;exact;;;;;TAB;Zone 12;MAIN;28
28FF6CF9;1;;;;;;;;;10.0;exact;;;;;;;TAB;Franquelin Property;MAIN;20
291B758B;1;;;;;;;2000.0;bounded;30.0;range_mean;300.0;bounded|approx_magnitude|bounded;;;;;TAB;Massey Silica;MAIN;20|54
291B758B;2;;;62.5;range_mean;0.0;from_dip_cardinal;600.0;bounded;37.5;range_mean;90.0;range_mean;;;;;TAB;Central Zone;MAIN;18|54
291B758B;3;;;72.0;range_mean;0.0;from_dip_cardinal;350.0;bounded;40.0;range_mean;90.0;range_mean;;;;;TAB;Eastern Zone;MAIN;18|28|54
291B758B;4;;;;;;;750.0;exact;12.5;range_mean;;;;;;;TAB;Western Zone;MAIN;21|54
291B758B;5;;;;;;;30.0;approx_magnitude;3.0;bounded|approx_magnitude|bounded;;;;;;;TAB;Massey Silica;MAIN;21
2928D3B8;1;;;;;;;100.0;exact;0.5;exact;;;;;;;MNT;Takwa Showing;MAIN;34
2928D3B8;2;;;;;;;1350.0;exact;;;;;;;;;N/A;Takwa Showing;MAIN;39
29B261FB;1;;;50.0;range_mean;90.0;from_dip_cardinal;;;27.5;range_mean;;;;;;;TAB;Bella Rica;MAIN;31
29B261FB;2;360.0;exact;52.5;range_mean;;;1250.0;exact;;;550.0;exact;;;;;TAB;Bella Rica;MAIN;32
29B261FB;3;315.0;exact;52.5;range_mean;;;550.0;exact;;;250.0;exact;;;;;TAB;Bella Rica;MAIN;32
29B261FB;4;315.0;exact;50.0;exact;;;300.0;exact;;;200.0;exact;;;;;TAB;Bella Rica;MAIN;32
29B261FB;5;360.0;exact;50.0;exact;;;150.0;exact;;;;;;;;;TAB;Bella Rica;MAIN;32
29B261FB;6;315.0;exact;45.0;exact;;;5.0;exact;;;;;;;;;TAB;Bella Rica;MAIN;32
29B261FB;7;360.0;exact;45.0;exact;;;300.0;exact;;;200.0;exact;;;;;TAB;Bella Rica;MAIN;32
29B261FB;8;360.0;exact;50.0;exact;;;50.0;exact;;;;;;;;;TAB;Bella Rica;MAIN;32
29B261FB;9;315.0;exact;50.0;exact;;;100.0;exact;;;;;;;;;TAB;Bella Rica;MAIN;32
29C2A89A;1;;;;;;;1524.0;exact;243.8;exact;;;;;;;IRR;Bonanza Project;MAIN;24
2A4C5C38;1;;;;;;;;;60.0;bounded;1100.0;range_mean;;;;;TAB;Vermilion 15 Potash;MAIN;18|20
2A4C5C38;2;;;;;;;;;3.7;exact;;;;;;;TAB;Vermilion 15 Potash;MAIN;20
2A4C5C38;3;;;;;;;;;2.6;exact;;;;;;;TAB;Vermilion 15 Potash;MAIN;21
2A4C5C38;4;;;;;;;;;1.0;bounded;;;;;;;TAB;Vermilion 15 Potash;MAIN;22
2ABC4EF1;1;;;;;;;1000.0;bounded|approx_magnitude|bounded;;;;;;;;;BXS;Snowden Kimberlite;MAIN;26|33
2ABC4EF1;2;;;;;;;;;15.3;exact;;;;;;;N/A;Snowden Kimberlite;MAIN;34|35
2A54B25B;1;;;;;;;25.0;bounded;305.0;range_mean;;;;;;;TAB;Grouse Hill Intrusion;MAIN;55|87|88
2A54B25B;2;;;;;;;;;12.5;range_mean;;;;;;;MNT;Grouse Hill Intrusion;MAIN;54|75
2A9F6CC7;1;;;;;;;250.0;bounded;6.0;bounded;;bounded|unparseable;;;;;IRR;West Zone;MAIN;79
2B1688B9;1;305.0;exact;;;;;1371.6;exact;9.1;range_mean;;;;;;;TAB;Jerome Mine;MAIN;23
2B1688B9;2;305.0;exact;;;;;609.6;exact;9.1;range_mean;;;;;;;TAB;Jerome Mine;MAIN;24
2B1688B9;3;305.0;exact;;;;;823.0;exact;9.1;range_mean;;;;;;;TAB;Jerome Mine;MAIN;24
2B1688B9;4;;;;;;;;;12.2;bounded;;;;;;;TAB;Jerome Mine;MAIN;24
2B1688B9;5;;;;;;;35.8;range_mean;2.0;range_mean;;;;;;;TAB;Jerome Mine;MAIN;24
29FB97CD;1;282.0;exact;;;;;160.0;bounded;1.4;range_mean;200.0;bounded;;;;;TAB;Alhué;MAIN;58
29FB97CD;2;;;;;;;225.0;bounded|range_mean;16.0;range_mean;400.0;bounded;;;;;TAB;Alhué;MAIN;59
29FB97CD;3;42.0;exact;;;;;125.0;range_mean;1.8;range_mean;200.0;bounded;;;;;TAB;Alhué;MAIN;63
29FB97CD;4;;;;;;;1000.0;bounded;3.5;range_mean;400.0;bounded;;;;;TAB;Alhué;MAIN;63
29FB97CD;5;;redundant_with_ddr;73.0;exact;0.0;from_dip_cardinal;350.0;bounded;11.5;range_mean;400.0;bounded;;;;;TAB;Alhué;MAIN;56|59
29FB97CD;6;;redundant_with_ddr;75.0;exact;45.0;from_dip_cardinal;;;4.0;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;7;;redundant_with_ddr;75.0;exact;0.0;from_dip_cardinal;;;6.5;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;8;;redundant_with_ddr;75.0;exact;225.0;from_dip_cardinal;;;1.4;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;9;;redundant_with_ddr;85.0;exact;180.0;from_dip_cardinal;;;3.0;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;10;;redundant_with_ddr;60.0;exact;315.0;from_dip_cardinal;;;0.5;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;11;;redundant_with_ddr;85.0;exact;45.0;from_dip_cardinal;;;4.4;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;12;;redundant_with_ddr;75.0;exact;180.0;from_dip_cardinal;;;1.3;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;13;;redundant_with_ddr;75.0;exact;45.0;from_dip_cardinal;;;2.5;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;14;;redundant_with_ddr;85.0;exact;0.0;from_dip_cardinal;;;1.5;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;15;;redundant_with_ddr;80.0;exact;45.0;from_dip_cardinal;;;0.8;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;16;;redundant_with_ddr;66.0;exact;180.0;from_dip_cardinal;;;2.7;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;17;;redundant_with_ddr;76.0;exact;0.0;from_dip_cardinal;;;3.0;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;18;;redundant_with_ddr;70.0;exact;0.0;from_dip_cardinal;;;1.2;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;19;;redundant_with_ddr;80.0;exact;315.0;from_dip_cardinal;;;1.8;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;20;;redundant_with_ddr;70.0;exact;0.0;from_dip_cardinal;;;0.9;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;21;;redundant_with_ddr;72.0;exact;90.0;from_dip_cardinal;1400.0;bounded;3.0;range_mean;400.0;bounded;;;;;TAB;Alhué;MAIN;56|63|64
29FB97CD;22;;redundant_with_ddr;72.0;exact;0.0;from_dip_cardinal;;;0.8;exact;;;;;;;TAB;Alhué;MAIN;56
29FB97CD;23;;redundant_with_ddr;75.0;exact;0.0;from_dip_cardinal;;;1.2;exact;;;;;;;TAB;Alhué;MAIN;56
2AEE386D;1;;;;;;;280.0;exact;10.0;bounded;;;;;;;TAB;Mavis Lake Pegmatite Group;MAIN;41
2AEE386D;2;;;;;;;320.0;bounded;1.0;exact;;;;;;;TAB;Mavis Lake Pegmatite Group;MAIN;42
2AEE386D;3;;;70.5;range_mean;135.0;from_dip_cardinal;;;;;;;;;;;TAB;Mavis Lake Pegmatite Group;MAIN;42
2AEE386D;4;;;38.0;exact;;;;;;;;;;;;;TAB;Mavis Lake Pegmatite Group;MAIN;42
2AEE386D;5;;redundant_with_ddr;29.0;range_mean;45.0;from_dip_cardinal;214.0;exact;;;;;;;;;TAB;Mavis Lake Pegmatite Group;MAIN;42
2AEE386D;6;;;;;;;220.0;exact;;;;;;;;;TAB;Mavis Lake Pegmatite Group;MAIN;44
2B2107D0;1;;;30.0;range_mean;135.0;from_dip_cardinal;;;3.8;exact;;;;;;;TAB;La Caypa;MAIN;16|17|19
2B2107D0;2;;;;;;;;;5.3;range_mean;;;;;;;TAB;La Caypa;MAIN;19
2B472952;1;;;;;;;1000.0;exact;10.0;bounded;;;;;;;TAB;Mckenzie;MAIN;40
2B472952;2;;;;;;;1000.0;exact;10.0;bounded;;;;;;;LEN;Mckenzie;MAIN;40
2B472952;3;;;;;;;800.0;exact;8.0;range_mean;500.0;exact;;;;;N/A;Mckenzie;MAIN;42
2B472952;4;;;;;;;400.0;exact;6.6;range_mean;520.0;exact;;;;;N/A;Mckenzie;MAIN;42
2B60E5B9;1;;;45.0;range_mean;90.0;from_dip_cardinal;;;;;;;;;;;TAB;Namibplaas;MAIN;23
2B60E5B9;2;;;;;;;;;100.0;bounded;;;;;;;TAB;Namibplaas;MAIN;23
2B60E5B9;3;;;;;;;;;22.5;range_mean;;;;;;;TAB;Namibplaas;MAIN;23
2B60E5B9;4;;;;;;;;;;;;;;;;;IRR;Namibplaas;MAIN;28
2B6FE9DD;1;;;;;;;1500.0;exact;35.0;exact;600.0;bounded;;;;;TAB;Santa Rita;MAIN;54
2B6FE9DD;2;;;70.0;exact;202.5;from_dip_cardinal;350.0;exact;60.0;exact;150.0;exact;;;;;IRR;Peri Peri;MAIN;60|62
2B5E21D7;1;;;;;;;;;80.0;bounded;;;;;;;IRR;Ace;MAIN;66
2B5E21D7;2;;;;;;;100.0;bounded;1.2;range_mean;;;;;;;TAB;Ace;MAIN;73
2B8AF20C;1;30.0;exact;;;;;300.0;bounded;2.5;range_mean;;;;;;;MNT;Wilds Creek;MAIN;20|24
2B7AC746;1;;;;;;;;;120.0;exact;;;20.0;exact;180.0;from_cardinal;TAB;Sokoman Iron Formation;MAIN;37|39
2B7AC746;2;;;;;;;;;42.5;range_mean;;;;;;;TAB;Sokoman Iron Formation;MAIN;37
2B7AC746;3;;;;;;;;;37.5;range_mean;;;;;;;TAB;Sokoman Iron Formation;MAIN;37
2B7AC746;4;;;;;;;;;13.0;range_mean;;;;;;;TAB;Sokoman Iron Formation;MAIN;37
2B7AC746;5;;;;;;;;;40.0;range_mean;;;;;;;TAB;Sokoman Iron Formation;MAIN;45
2BF2F81F;1;;;70.0;exact;315.0;from_dip_cardinal;762.0;bounded;45.7;exact;731.5;bounded;;;;;LEN;Niobec;MAIN;31|34
2BF2F81F;2;;;70.0;exact;45.0;from_dip_cardinal;762.0;bounded;45.7;exact;731.5;bounded;;;;;LEN;Niobec;MAIN;31|34
2C5B5A14;1;;;;;;;500.0;bounded;4.5;range_mean;500.0;bounded;;;180.0;from_cardinal;TAB;Langlois mine;MAIN;16|19|21
2C5B5A14;2;;;;;;;;;;;700.0;exact;;;;;N/A;Langlois mine;MAIN;19
2C5B5A14;3;;;;;;;;;;;300.0;exact;;;;;N/A;Langlois mine;MAIN;19
2C5B5A14;4;;;;;;;200.0;exact;;;;;;;;;N/A;Langlois mine;MAIN;22
2C748DFB;1;;;;;;;700.0;exact;160.0;range_mean;300.0;bounded;;;;;SWK;Tocantinzinho;MAIN;35
2C748DFB;2;20.0;exact;;;;;;;4.0;exact;;;;;;;TAB;Tocantinzinho;MAIN;35|37
2C8C19E7;1;;;;;;;1500.0;exact;35.0;exact;500.0;bounded;;;;;MNT;Santa Rita;MAIN;50
2CAB9BAE;1;;;;;;;300.0;exact;100.0;exact;;;;;;;IRR;Accha;MAIN;33
2CAB9BAE;2;;;55.0;range_mean;180.0;from_dip_cardinal;700.0;bounded;12.5;range_mean;;;;;;;TAB;Accha;MAIN;33
2CAB9BAE;3;;;;;;;700.0;exact;50.0;bounded;500.0;bounded;;;;;N/A;Accha;MAIN;35
2CAB9BAE;4;;;;;;;;;;;;;50.0;exact;90.0;from_cardinal;N/A;Accha;MAIN;35
2CAB9BAE;5;;;;;;;;;;;;;37.5;range_mean;270.0;from_cardinal;N/A;Accha;MAIN;35
2CAB9BAE;6;;;55.0;exact;202.5;from_dip_cardinal;;;;;;;;;;;N/A;Accha;MAIN;35
2CADE4FB;1;;;;;;;1000.0;from_2d_footprint;800.0;from_2d_footprint;;;;;;;SWK;La Cumbre;MAIN;34
2CADE4FB;2;;;;;;;500.0;from_2d_footprint;400.0;from_2d_footprint;200.0;bounded;;;;;SWK;La Cumbre;MAIN;38
2D31BB1A;1;46.0;exact;;;;;4700.0;exact;;;;;;;;;IRR;Wona;MAIN;32
2D31BB1A;2;;;;;;;;;37.5;range_mean;;;;;;;LEN;Wona;MAIN;32
2D31BB1A;3;;;;;;;;;;unparseable;;;;;;;LEN;Wona;MAIN;32
2D51E64B;1;;;;;;;;;21.0;range_mean;220.0;bounded;;;;;TAB;Lake Giles BIF;MAIN;32
2D51E64B;2;;;;;;;;;59.0;range_mean;;;;;;;TAB;Lake Giles BIF;MAIN;32
2D51E64B;3;;;;;;;;;31.5;range_mean;;;;;;;TAB;Lake Giles BIF;MAIN;33
2D51E64B;4;;;;;;;;;35.0;range_mean;;;;;;;TAB;Lake Giles BIF;MAIN;33
2D51E64B;5;;;;;;;3600.0;exact;37.5;bounded|range_mean;220.0;bounded;;;;;TAB;Lake Giles BIF;MAIN;34
2D51E64B;6;;;;;;;2800.0;exact;50.0;bounded|range_mean;;;;;;;TAB;Lake Giles BIF;MAIN;34
2D894716;1;;;;;;;2200.0;exact;;;;;;;;;IRR;San José Zone;MAIN;30
2DF6B398;1;;;;;;;;;30.0;approx_magnitude;;;;;;;TAB;Mornington Property;MAIN;20
2E1540BF;1;;;18.0;exact;180.0;from_dip_cardinal;;;;;;;;;;;TAB;Verticalnaya Mine;MAIN;24
2E1540BF;2;;;9.0;range_mean;180.0;from_dip_cardinal;;;;;;;;;;;TAB;Verticalnaya Mine;MAIN;24
2E1540BF;3;;;;;;;;;1.4;range_mean;;;;;;;TAB;Verticalnaya Mine;MAIN;25
2E1540BF;4;;;;;;;;;0.6;exact;;;;;;;TAB;Verticalnaya Mine;MAIN;25
2E1540BF;5;;;;;;;;;1.1;exact;;;;;;;TAB;Verticalnaya Mine;MAIN;25
2E424E05;1;;;;;;;;;0.9;range_mean;;;;;;;TAB;Springfield (KY9) coal seam;MAIN;45|46
2DFF335E;1;;;;;;;300.0;bounded;100.0;bounded;;;;;;;TAB;CP Hill;MAIN;19
2DFF335E;2;;;;;;;;;25.0;range_mean;;;;;;;TAB;Main Shear;MAIN;19
2E56F98B;1;;;;;;;800.0;exact;;;275.0;range_mean;;;;;SWK;Kişladağ;MAIN;33
2E56F98B;2;;;;;;;;;;;250.0;bounded;;;;;SWK;Kişladağ;MAIN;39
2E56F98B;3;;;;;;;;;;;650.0;range_mean;;;;;SWK;Kişladağ;MAIN;39
2E6EDADA;1;;;;;;;950.0;exact;10.5;range_mean;630.0;exact;;;;;TAB;Frog's Leg;MAIN;39
2E6EDADA;2;;;;;;;915.0;exact;20.0;bounded;330.0;exact;;;;;LEN;Frog's Leg;MAIN;40
2E6EDADA;3;;;;;;;130.0;exact;3.0;range_mean;80.0;exact;;;;;N/A;Frog's Leg;MAIN;40
2E6EDADA;4;;;70.0;range_mean;270.0;from_dip_cardinal;;;2.5;range_mean;;;;;;;TAB;Frog's Leg;MAIN;41
2E6EDADA;5;;;;;;;260.0;exact;;;130.0;exact;;;;;N/A;Frog's Leg;MAIN;41
2E6EDADA;6;;;;;;;;;11.0;range_mean;;;;;;;N/A;Frog's Leg;MAIN;35
2E95F8F5;1;0.0;range_mean;;;;;300.0;approx_magnitude;;;;;;;;;TAB;San Lucas Property;MAIN;51
2E95F8F5;2;;;50.0;range_mean;;;;;;;;;;;;;TAB;San Lucas Property;MAIN;53
2E95F8F5;3;;;;;;;;;10.0;exact;;;;;;;TAB;San Lucas Property;MAIN;53
2E95F8F5;4;;;;;;;;;1.8;range_mean;;;;;;;TAB;San Lucas Property;MAIN;54
2EDDC8E6;1;15.0;exact;85.0;range_mean;;;;;;;;;;;;;SWK;Jojay deposit;MAIN;45
2EDDC8E6;2;;;;;;;500.0;bounded;6.8;range_mean;400.0;bounded;;;;;N/A;Jojay deposit;MAIN;50
2EDDC8E6;3;;;;;;;300.0;bounded;3.7;range_mean;200.0;bounded;;;;;N/A;Jojay deposit;MAIN;50
2EDDC8E6;4;;;;;;;100.0;bounded;2.5;range_mean;100.0;bounded;;;;;N/A;Jojay deposit;MAIN;50
2EDDC8E6;5;;;;;;;75.0;exact;;;60.0;exact;;;;;N/A;Jojay deposit;MAIN;50
2EDDC8E6;6;;;;;;;125.0;bounded;2.0;range_mean;150.0;exact;;;;;N/A;Jojay deposit;MAIN;50
2EDDC8E6;7;;;;;;;80.0;bounded;1.0;range_mean;120.0;exact;;;;;N/A;Jojay deposit;MAIN;51
2EDDC8E6;8;;;;;;;25.0;bounded;1.1;range_mean;60.0;exact;;;;;N/A;Jojay deposit;MAIN;51
2EFAF8F5;1;80.0;exact;;;;;762.0;bounded;304.8;bounded;609.6;bounded;17.5;range_mean;90.0;from_cardinal;TAB;Golden Eagle;MAIN;37|42
2EFAF8F5;2;;redundant_with_ddr;82.5;range_mean;45.0;from_dip_cardinal;457.2;exact;1.4;exact;259.1;exact;;;;;TAB;Golden Eagle;MAIN;40|42
2EFAF8F5;3;360.0;range_mean;;;;;167.6;exact;;;182.9;exact;;;;;TAB;Golden Eagle;MAIN;40|42
2EFAF8F5;4;;;;;;;;;1.7;range_mean;;;;;;;TAB;Golden Eagle;MAIN;42
2F5F525C;1;;redundant_with_ddr;72.5;range_mean;0.0;from_dip_cardinal;200.0;bounded;6.2;range_mean;400.0;bounded;;;;;TAB;Langmuir W4;MAIN;5|34|37
2FB66B88;1;;;;;;;;;40.5;range_mean;;;;;;;TAB;Permit KP 289;MAIN;35|36|39
2FB66B88;2;;;;;;;;;11.6;exact;;;;;;;TAB;Permit KP 289;MAIN;35|38
2FB66B88;3;;;;;;;;;6.9;exact;;;;;;;TAB;Permit KP 289;MAIN;35|38
2FB66B88;4;;;;;;;;;25.8;exact;;;;;;;TAB;Permit KP 289;MAIN;35|38
2F8030C6;1;45.0;exact;;;;;;;;;1200.0;exact;;;;;TUB;REE Zone;MAIN;30|39
2F5FCA28;1;;;73.0;exact;270.0;from_dip_cardinal;1200.0;exact;;;470.0;exact;;;;;LEN;Tyranite;MAIN;40
2F5FCA28;2;;;73.0;exact;270.0;from_dip_cardinal;;;3.0;approx_magnitude;;;;;;;TAB;Tyranite;MAIN;40
2FEDFD7B;1;;;;;;;;;1.6;range_mean;;;;;;;TAB;La Ventosa;MAIN;20
30658289;1;;;;;;;;;0.9;exact;;;;;;;TAB;Frontino Vein System;MAIN;9|50
30658289;2;;;30.0;exact;;;2100.0;exact;;;815.0;exact;;;;;TAB;Frontino Vein System;MAIN;9|54
