pdf_hash;fault_id;fault_setting;structural_order;target_name;target_role;evidence_pages;fault_extent_m;fault_distance_m;fault_geom_flags
BFE6587D;1;SSF;2;GC deposit;MAIN;31;4800.0;;
BFE6587D;2;SSF;2;GC deposit;MAIN;31;;;
BFE6587D;3;INT;3;GC deposit;MAIN;40;;;
BFE6587D;4;CSF;1;GC deposit;MAIN;27|29;;;
BFE6587D;5;CLD;1;GC deposit;MAIN;29;;;
C06D7BD0;1;SHZC;1;Santa Cruz;MAIN;16;2000.0;;
C08FB663;1;CSF;1;Bilbao;MAIN;41|46|47;;;
C08FB663;2;BMF;1;Bilbao;MAIN;42;;;
C08FB663;3;SOF;2;Bilbao;MAIN;47;;;
C08FB663;4;INC;2;Bilbao;MAIN;47|59;;;
C0A1A196;1;TRT;1;Gavilanes Vein System;MAIN;27|32;;;
C0A1A196;2;SSF;2;Gavilanes Vein System;MAIN;27|28;;;
C2B312DD;2;SSF;2;Concordia-San Gregorio-Dolores;MAIN;35|43;;;
C2EF5887;1;SSF;1;Cordero;MAIN;60;;;
C31C2198;1;INT;2;Elura;MAIN;31;;;
C31C2198;2;FLD;2;Elura;MAIN;31;;;
C31C2198;3;SOF;3;Elura;MAIN;34;;;
C31EF976;1;BMF;1;Hercules Silver Project;MAIN;42;;;extent:unparseable
C31EF976;2;THR;1;Hercules Silver Project;MAIN;42;;;
C31EF976;3;FLD;2;Hercules Silver Project;MAIN;42;;;
C31EF976;4;INT;2;Hercules Silver Project;MAIN;43;;;
C3DF665F;1;SSF;2;Dolores;MAIN;28|31|32|34;;;distance:unparseable
C3DF665F;2;SSF;2;Dolores;MAIN;32|34;;;
C3DF665F;3;INT;2;Dolores;MAIN;32;;;
C3DF665F;4;JOG;3;Dolores;MAIN;34;;;
C3DF665F;5;LTC;2;Dolores;MAIN;34;;;
C4194CAB;1;SHZC;1;El Favor;MAIN;80;;;
C418CDDB;1;SHZC;2;JBZ 1;MAIN;31;;;
C431BAFB;1;THR;2;Nuestra Señora;MAIN;45|48;;;
C431BAFB;2;MYLC;2;Nuestra Señora;MAIN;45;;;
C431BAFB;3;INT;2;Nuestra Señora;MAIN;48;;;
C44B2CEB;1;THR;1;Capire Deposit;MAIN;34;;;
C44B2CEB;2;NRM;1;Capire Deposit;MAIN;34;;;
C44B2CEB;3;FLD;2;Capire Deposit;MAIN;34|37;;;
C44653FF;1;CSF;1;Galena Complex;MAIN;45;;;
C44653FF;3;FLD;2;Galena Complex;MAIN;45;;;
C4877518;1;THR;1;Keg Main Zone;MAIN;32;;;
C4877518;2;NRM;2;Keg Main Zone;MAIN;32|33;;;
C4877518;3;FLD;2;Keg Main Zone;MAIN;33|48;;;
C501A666;1;INC;N/A;Palmarito;MAIN;30;;;
C6504EDC;1;SSF;N/A;Capoose;MAIN;39;;;
C6504EDC;2;INT;2;Capoose;MAIN;42;;;
C6504EDC;3;LTC;2;Capoose;MAIN;42;;;
C6DFCB14;1;DET;1;San Felipe;MAIN;84;;;
C6DFCB14;2;TRT;2;San Felipe;MAIN;84;;;
C71B4EAF;1;THR;1;Rose showing;MAIN;33;;;
C71B4EAF;2;SSF;1;Rose showing;MAIN;31;;;
C71B4EAF;3;FLD;1;Rose showing;MAIN;31;;;
C71B4EAF;4;NRM;2;Rose showing;MAIN;33;;;
C84951F8;1;SSF;1;Valdecañas;MAIN;26;200000.0;;extent:bounded
C84951F8;2;NRM;2;Valdecañas;MAIN;26;;;
C84951F8;3;SOF;2;Valdecañas;MAIN;26;;;
C8FF050D;1;BMF;1;Salvador-Zacatecas;MAIN;14;;;
C8FF050D;2;SOF;2;Salvador-Zacatecas;MAIN;14;;;
C92F9F6A;1;THR;1;Pulacayo;MAIN;69;;4000.0;
C92F9F6A;2;SSF;1;Pulacayo;MAIN;74;10000.0;;extent:bounded
C92F9F6A;3;ENE;2;Pulacayo;MAIN;74|76|85;;;
CAE73B69;1;LFT;2;Corani;MAIN;25;;;
C945B219;1;CSF;1;Cerro Bayo District;MAIN;41;;;
CC3A1407;1;THR;1;Bellekeno;MAIN;4|31|33|35;;;
CC3A1407;2;SSF;2;Bellekeno;MAIN;5|35;;;
CC3A1407;3;JOG;2;Bellekeno;MAIN;5|35;;;
CB5FA96C;1;SSF;1;Bräunsdorf Project;MAIN;39;;;
CB5FA96C;2;INT;2;Bräunsdorf Project;MAIN;38;;;
CB5FA96C;3;ENE;3;Bräunsdorf Project;MAIN;39;;;
C97E5B37;1;INT;2;GC;MAIN;39;;;
C97E5B37;3;INT;3;GC;MAIN;47;;;
C97E5B37;4;BXP;2;GC;MAIN;44;;;
CC71A3D6;1;SHZC;2;Silver Strand Mine;MAIN;39|40;;;
CE4AF8D3;1;FLD;2;La Reforma mine;MAIN;16;;;
CE6A2C33;1;LFT;2;Corani;MAIN;70|72;;;
CEBE17F0;1;INT;2;El Capitan;MAIN;32|36;;;
CEBE17F0;2;UNC;2;El Capitan;MAIN;32|36|37;;;
D04CE6A2;2;DET;N/A;Tejamen Deposits;MAIN;32;;;
D05E51ED;1;THR;1;Keg Zone;MAIN;21|37;;;
D17E0412;1;JOG;2;Santa Ana;MAIN;23;;;
D1AC74A8;1;SSF;1;Greens Creek;MAIN;80;;;
D1AC74A8;2;SSF;2;Greens Creek;MAIN;80|87;;;
D1AC74A8;3;THR;2;Greens Creek;MAIN;86;;;
D1AC74A8;4;SHZC;2;Greens Creek;MAIN;87|101|114;;;
D1AC74A8;5;SOF;2;Greens Creek;MAIN;100;;;
D1AC74A8;6;FLD;2;Greens Creek;MAIN;87|118;;;
D06D341C;1;CSF;1;Nueva Recuperada Vein System;MAIN;77|80;400000.0;;extent:bounded
D06D341C;2;SHZC;2;Nueva Recuperada Vein System;MAIN;77|80;;;
D06D341C;3;INT;2;Nueva Recuperada Vein System;MAIN;82|87;;;
D1DA0B31;1;FLD;2;Nizhny Endybal;MAIN;52|53|58;;;
D1DA0B31;2;THR;2;Nizhny Endybal;MAIN;53;;;
D2462677;1;SSF;1;Yaxtché;MAIN;38;;;
D2462677;3;INT;2;Yaxtché;MAIN;46;;;
D2462677;4;INC;2;Yaxtché;MAIN;46;;;
D2462677;5;LTC;2;Yaxtché;MAIN;46;;;
D2462677;6;LFT;2;Yaxtché;MAIN;50;;;
D25BE80C;1;THR;1;Keg Main Zone;MAIN;32;;;
D25BE80C;2;NRM;1;Keg Main Zone;MAIN;32;;;
D25BE80C;3;FLD;2;Keg Main Zone;MAIN;47;;;
D3003921;1;INT;2;Santa Teresita;MAIN;41;;;
D3003921;2;SSF;2;Santa Teresita;MAIN;41;;;
D3003921;3;LTC;2;Santa Teresita;MAIN;41;;;
D3003921;4;FLD;2;Santa Teresita;MAIN;40;;;
D347CF71;1;CSF;1;Velardeña Mines;MAIN;49;;;
D347CF71;2;SOF;2;Velardeña Mines;MAIN;53;;;
D347CF71;3;INT;2;Velardeña Mines;MAIN;53;;;
D41BB448;1;ENE;3;San Dimas District;MAIN;40;;;
D41BB448;2;SSF;1;San Dimas District;MAIN;40;;;
D41BB448;3;SOF;2;San Dimas District;MAIN;40;;;
D41BB448;4;BMF;1;San Dimas District;MAIN;40;;;
D3ABB0DB;1;BMF;2;Homestake;MAIN;81;;;
D3ABB0DB;2;ENE;3;South Reef;MAIN;87;;;
D481B02E;1;CSF;1;Moonlight Project;MAIN;22|26;;;
D481B02E;2;SOF;2;Moonlight Project;MAIN;26;;;
D481B02E;3;FLD;2;Moonlight Project;MAIN;22|26;;;
D542CF53;1;SSF;1;Medicine Springs;MAIN;31|32|36;;;
D542CF53;2;SHZC;1;Medicine Springs;MAIN;31|32|36;;;
D542CF53;3;INT;2;Medicine Springs;MAIN;30|31;;;
D542CF53;4;UNC;N/A;Medicine Springs;MAIN;30;;;
D54173D3;1;THR;1;La Providencia;MAIN;41;;;
D54173D3;2;SSF;1;La Providencia;MAIN;41;;;
D0B97A7B;1;INT;1;Gaocheng;MAIN;25;;;
D55D25D4;1;SOF;2;Deer Trail Mine;MAIN;37|40;;;
D55D25D4;2;FLD;2;Deer Trail Mine;MAIN;40;;;
D5577F32;1;BMF;1;Cerro Las Minitas;MAIN;74;;;
D5577F32;2;FLD;2;Cerro Las Minitas;MAIN;74|75;;;
D5577F32;3;GSC;2;Cerro Las Minitas;MAIN;75;;;
D5577F32;4;INT;2;Cerro Las Minitas;MAIN;75;;;
D5577F32;5;SHZC;1;Cerro Las Minitas;MAIN;75;;;
D5F4342C;1;TRT;1;Cusi;MAIN;31|32|33;;;
D5F4342C;2;SOF;2;Cusi;MAIN;33;;;
D5F4342C;3;INT;2;Cusi;MAIN;33;;;
D5AB036D;1;SSF;1;Silver City Project;MAIN;43;;;
D5AB036D;2;INT;2;Silver City Project;MAIN;45;;;
D5AB036D;3;JOG;2;Silver City Project;MAIN;45;;;
D5AB036D;4;LTC;2;Silver City Project;MAIN;45;;;
D69BFD4E;1;CSF;1;Tulameen Mountain Property;MAIN;9;;;
D69BFD4E;2;SHZC;2;Tulameen Mountain Property;MAIN;9|11;;;
D69BFD4E;3;FLD;2;Tulameen Mountain Property;MAIN;9|12;;;
D6AC7610;1;BMF;1;La Preciosa;MAIN;72;;;
D6AC7610;2;LFT;2;La Preciosa;MAIN;79|81;;;
D7713E06;1;CSF;1;Vein Madre;MAIN;54|56|59;25000.0;;
D7713E06;2;INT;2;Vein Madre;MAIN;55;;;
D7713E06;3;JOG;2;Vein Madre;MAIN;55;;;
D77A7C51;1;BMF;2;Trinity;MAIN;49;;;
D77A7C51;2;BXP;2;Trinity;MAIN;49|50;;;
D77A7C51;3;BMF;2;Trinity;MAIN;47|49|63;;;
D77A7C51;4;BMF;1;Trinity;MAIN;47|63;;;
D77A7C51;5;GSC;2;Trinity;MAIN;49;;;
D7086C57;1;SSF;2;Greens Creek;MAIN;86|92|100;;;extent:unparseable
D7086C57;2;SSF;2;Greens Creek;MAIN;92;;;
D7086C57;3;SHZC;2;Greens Creek;MAIN;92;;;
D7086C57;5;FLD;2;Greens Creek;MAIN;92|105|109;;;
D8E4C720;1;THR;1;Pulacayo;MAIN;28;;4000.0;
D8E4C720;2;SSF;1;Pulacayo;MAIN;30;;;
D8E4C720;3;SOF;2;Pulacayo;MAIN;30|31;;;
D7FFB9F0;1;TRP;2;Promontorio;MAIN;31;;;
D7FFB9F0;3;INT;2;Promontorio;MAIN;31;;;
D91354DB;1;TRT;2;Trinidad;MAIN;40|42|56;;;
D91354DB;2;SSF;2;Trinidad;MAIN;42;;;
D9387042;1;SSF;2;Waterloo;MAIN;53;115000.0;;
D9387042;2;DET;1;Waterloo;MAIN;52|62;;;
D98775AB;1;SHZC;2;Moonlight mine;MAIN;19;;;
D98775AB;2;CSF;1;Moonlight mine;MAIN;11|13|16|22;;;
D984DC83;1;INT;2;Virginia Veins;MAIN;30;;;
D98E3E2C;1;SOF;2;Santa Cruz;MAIN;40;5000.0;;
D98E3E2C;2;SOF;1;Santa Cruz;MAIN;39;;;
D98E3E2C;3;JOG;3;Santa Cruz;MAIN;41;;;
DA04925F;1;TRT;2;Trinidad deposit;MAIN;38|44;;;
DA04925F;2;SSF;N/A;Trinidad deposit;MAIN;38;;;
DA1DC507;1;CSF;1;Santa Teresita;MAIN;34|39;;;
DA1DC507;2;INT;2;Santa Teresita;MAIN;40;;;
DA1DC507;3;SSF;2;Santa Teresita;MAIN;40;;;
DA1DC507;5;LTC;2;Santa Teresita;MAIN;40;;;
D999D770;1;CSF;1;San Diego;MAIN;38|44;;;
DA4A4583;1;FLD;1;Rochester;MAIN;54|56;;;
DA4A4583;2;SHZC;2;Rochester;MAIN;54|56|57;;;
DA4A4583;3;INT;2;Rochester;MAIN;54|56;;;
DA4A4583;4;GSC;2;Rochester;MAIN;54|57;;;
DA69AFEB;1;CSF;1;Guanajuato Mine;MAIN;43;25000.0;;
DA69AFEB;2;SOF;2;Guanajuato Mine;MAIN;46;;;
DA69AFEB;3;JOG;2;Guanajuato Mine;MAIN;46;;;
DA69AFEB;4;LTC;2;Guanajuato Mine;MAIN;46;;;
DB4CC708;1;CLD;1;Silver Chalice;MAIN;12|20;8000.0;;
DB4CC708;2;SOF;2;Silver Chalice;MAIN;12;;;
DB4CC708;3;SSF;1;Silver Chalice;MAIN;12;;28968.1;distance:bounded
DC13A69E;1;SHZC;1;Toruel Vein;MAIN;20;30000.0;;extent:approx_magnitude
DCE5B18F;1;CSF;1;Bilbao;MAIN;24|26;;;
DCE5B18F;2;FLD;2;Bilbao;MAIN;33;;;
DCE5B18F;3;INC;2;Bilbao;MAIN;32;;;
DCE5B18F;4;BXP;3;Bilbao;MAIN;33;;;
DEB97775;1;GSC;1;Yauricocha;MAIN;38;;;extent:unparseable
DEB97775;2;SHZC;1;Yauricocha;MAIN;38|44;;;
DEB97775;3;INT;2;Yauricocha;MAIN;38|43|44;;;
DEB97775;4;FLD;2;Yauricocha;MAIN;37|38|43;;;
DEB97775;5;INC;2;Yauricocha;MAIN;39|44;;;
DEC4B047;1;TRT;1;Boumadine Deposit;MAIN;55;1000.0;;extent:approx_magnitude
DEC4B047;3;SHZC;2;Boumadine Deposit;MAIN;55;;;
DEC4B047;4;INT;2;Boumadine Deposit;MAIN;69;;;
DF2DED58;1;SSF;1;Cusi Mine;MAIN;48|49|52|61;;;
DF2DED58;2;SOF;2;Cusi Mine;MAIN;52|61;;;
DF2DED58;3;INT;2;Cusi Mine;MAIN;52;;;
DF3AAF5F;1;SSF;1;Valdecañas Vein;MAIN;42;;;
E03CC3DF;1;THR;1;Burgin Extension;MAIN;42|46|51;;;
E03CC3DF;2;SSF;2;Burgin Extension;MAIN;42|46|51|53;;;
E03CC3DF;3;INT;2;Burgin Extension;MAIN;51|55;;;
E03CC3DF;4;LTC;2;Burgin Extension;MAIN;51;;;
E06D416F;1;THR;2;Fuwan silver deposit;MAIN;56|57;;;
E06D416F;2;SOF;2;Fuwan silver deposit;MAIN;57;;;
DF699786;1;BMF;1;El Cubo;MAIN;68|69;10500.0;;
DF699786;2;SOF;2;El Cubo;MAIN;69;;;
DF699786;3;INT;2;El Cubo;MAIN;68|69;;;
E07409D1;1;SOF;2;Tangana;MAIN;81|82|94;2.5;;extent:bounded
E118A1B4;1;SOF;2;Silver Sand;MAIN;48|51;;;
E0D69416;1;SSF;1;Galena Complex;MAIN;38;;;
E0D69416;2;SOF;2;Galena Complex;MAIN;38|43|44;;;
E0D69416;3;FLD;2;Galena Complex;MAIN;38;;;
E286629C;1;CSF;1;Veta Madre;MAIN;70;25000.0;;
E286629C;2;JOG;2;Veta Madre;MAIN;76;;;
E286629C;3;SOF;2;Veta Madre;MAIN;78;;;
E215642A;1;CSF;1;Coigues Este;MAIN;46;;;
E215642A;3;CLD;2;Coigues Este;MAIN;46;;;
E349DC6F;1;SSF;2;Los Ricos South;MAIN;67|69;3500.0;;
E349DC6F;2;INT;3;Los Ricos South;MAIN;69;;;
E38F8E9D;1;THR;2;Alhambra and South Veins;MAIN;27|34;;;distance:unparseable
E38F8E9D;2;CSF;1;Alhambra and South Veins;MAIN;25|27;321868.0;;extent:bounded
E38F8E9D;3;SSF;1;Alhambra and South Veins;MAIN;25|27;;;
E3BEED43;1;FLD;2;Fuwan Silver Deposit;MAIN;26;;;
E3BEED43;2;GSC;2;Fuwan Silver Deposit;MAIN;26;;;
E3BEED43;3;SOF;2;Fuwan Silver Deposit;MAIN;26;;;
E4403BC5;1;BMF;1;Cerro Los Gatos;MAIN;62;;;
E4403BC5;2;LFT;2;Cerro Los Gatos;MAIN;64;;;
E4403BC5;3;FLD;2;Cerro Los Gatos;MAIN;68;;;
E5ADEDFD;1;SSF;N/A;Pallancata Vein;MAIN;25;;;
E5ADEDFD;2;CLD;N/A;Pallancata Vein;MAIN;25;;;
E5ADEDFD;3;JOG;N/A;Pallancata Vein;MAIN;25;;;
E5ADEDFD;4;INT;N/A;Pallancata Vein;MAIN;26|29;;;
E48DC13A;1;THR;2;Malku Khota;MAIN;39;;;
E48DC13A;2;SSF;2;Malku Khota;MAIN;40;;;
E5B34DF0;1;INC;2;Santa María;MAIN;40;;;
E5B34DF0;2;NRM;3;Santa María;MAIN;40;;;
E75FF3C6;1;JOG;2;Chinchillas;MAIN;32;;;
E75FF3C6;3;INT;2;Chinchillas;MAIN;30|42|43;;;
E75FF3C6;4;BXP;2;Chinchillas;MAIN;32|40;;;
E77F1A46;1;FLD;2;La Negra;MAIN;31;;;
E77F1A46;2;THR;1;La Negra;MAIN;31;;5000.0;
E77F1A46;3;INC;2;La Negra;MAIN;31;;;
E7A7F4C3;1;NRM;2;Metates;MAIN;22;;;
E7A7F4C3;2;INT;2;Metates;MAIN;22;;;
E826A8E7;1;SOF;2;Ptarmigan Mine;MAIN;41|48|64|85|86;9500.0;;
E826A8E7;2;FLD;2;Ptarmigan Mine;MAIN;53|65|76;;;
E826A8E7;3;THR;1;Ptarmigan Mine;MAIN;40;;;
E8AB8AC0;1;JOG;2;Santa Ana;MAIN;32;;;
EA408EFD;1;INT;2;La Negra;MAIN;42;;;
EA408EFD;2;SSF;1;La Negra;MAIN;25|26|42;;;
EA408EFD;3;CLD;1;La Negra;MAIN;26|42;22000.0;;
E851ED32;1;THR;2;Keeley-Frontier;MAIN;114;2000.0;;
E851ED32;2;INT;2;Keeley-Frontier;MAIN;114;;;
E851ED32;3;FLD;2;Keeley-Frontier;MAIN;123;;;
E9478493;1;SSF;1;Cusi Project;MAIN;38|39|49;;;
E9478493;2;SOF;2;Cusi Project;MAIN;38|44|49;;;
E9478493;3;INT;2;Cusi Project;MAIN;38|44;;;
E9478493;4;TRT;1;Cusi Project;MAIN;38|49;;;
EA7AFCF1;1;THR;1;Pulacayo;MAIN;49;;4000.0;
EA7AFCF1;2;SSF;1;Pulacayo;MAIN;51|52;10000.0;;extent:bounded
EA7AFCF1;3;SOF;2;Pulacayo;MAIN;51|52;;;
EA4D7F59;1;THR;1;Bellekeno;MAIN;56|59;;;
EA4D7F59;3;INT;2;Bellekeno;MAIN;61;;;
EA7D7C96;1;CSF;1;Yaxtché;MAIN;80;;;
EA7D7C96;2;INT;2;Yaxtché;MAIN;89;;;
EA7D7C96;3;LFT;2;Yaxtché;MAIN;93;;;
EAEF64B9;1;CSF;1;Reliquias Mine;MAIN;68;;20000.0;
EAEF64B9;2;TRT;1;Reliquias Mine;MAIN;68;;;
EAEF64B9;4;ENE;3;Reliquias Mine;MAIN;79|81;;;
EB08FD0B;1;BXP;2;Carangas;MAIN;47|53|54;;;
EB9365BB;1;SHZC;2;Pertenencia vein system;MAIN;54;;;
EB5527A1;1;SSF;1;Valdecañas;MAIN;35;;;
EB41AC63;1;SHZC;1;Guanajuato Mine;MAIN;53;25000.0;;
EB41AC63;2;JOG;2;Guanajuato Mine;MAIN;58;;;
EBB44820;1;INC;N/A;Palmarito;MAIN;30;;;
EC9A56DC;1;THR;2;South (Heimdall) Zone;MAIN;26|27;;;
EC9A56DC;2;SHZC;2;South (Heimdall) Zone;MAIN;26;;;
EC9A56DC;3;SSF;2;South (Heimdall) Zone;MAIN;25|27;;;
EC9A56DC;4;FLD;1;South (Heimdall) Zone;MAIN;26;;;
EC570198;1;BMF;1;El Tigre;MAIN;32|33;;;
EC570198;2;SOF;2;El Tigre;MAIN;43;;;
EC570198;3;INT;2;El Tigre;MAIN;32|43;;;
EC570198;4;CLD;1;El Tigre;MAIN;31|32;;;
ECB67C2D;1;SHZC;2;Zgounder Silver Deposit;MAIN;90|94;;;
ECB67C2D;2;INT;2;Zgounder Silver Deposit;MAIN;92;;;
ECB67C2D;3;ENE;3;Zgounder Silver Deposit;MAIN;94|100;;;
ECF05AF5;1;BMF;2;Trinity;MAIN;38|39;;;
ECF05AF5;2;SOF;2;Trinity;MAIN;38|42;;;
ED7B381F;1;SHZC;1;Platosa;MAIN;36;5000.0;;
ED7B381F;2;INT;2;Platosa;MAIN;36;;;
ED7B381F;3;SOF;2;Platosa;MAIN;36;;;
ED7B381F;4;FLD;1;Platosa;MAIN;36|43;;;
EDA500D4;1;CSF;1;Valenciana Mines Complex;MAIN;59|60;25000.0;;
EDA500D4;2;JOG;2;Valenciana Mines Complex;MAIN;65;;;
EDA500D4;3;SOF;2;Valenciana Mines Complex;MAIN;67;;200.0;distance:bounded
EE445029;1;THR;2;Bayhorse;MAIN;37|45|48;;;
EE445029;2;THR;2;Bayhorse;MAIN;37|48;;100.0;distance:bounded|distance:from_metric_paren
EE445029;4;INC;2;Bayhorse;MAIN;45|54;;;
EFC3178F;1;THR;2;Aho Zone;MAIN;25|29|40;;;
F06BD793;2;ENE;N/A;San Diego;MAIN;37|38;500.0;;
F06BD793;3;FLD;N/A;San Diego;MAIN;37;;;
F06BD793;4;INT;N/A;San Diego;MAIN;39|41|53;;;
F0F02838;1;THR;2;Nuestra Señora;MAIN;47|53;;;
F0F02838;2;SSF;2;Nuestra Señora;MAIN;48|54;;;
F0F02838;3;SHZC;2;Nuestra Señora;MAIN;48;;;
F0F02838;4;INT;2;Nuestra Señora;MAIN;55;;;
F10B48EF;1;SSF;1;Valdecañas Vein;MAIN;32;200000.0;;extent:bounded
F10B48EF;2;SSF;1;Valdecañas Vein;MAIN;32;;;
F1322970;1;CSF;1;Los Chorrillos;MAIN;36;;;
F1322970;2;SOF;2;Los Chorrillos;MAIN;36;;;
F20D1557;1;THR;2;Cameron occurrence;MAIN;47|49;;;
F16D00CE;1;SOF;2;Silver Hart Main Zone;MAIN;41|44|45;1400.0;;
F1EFEAA2;1;SSF;2;Nieves Vein Systems;MAIN;54|62;;;
F21EEC6C;1;FLD;2;Taylor Silver Deposit;MAIN;27|31;;;
F21EEC6C;2;THR;N/A;Taylor Silver Deposit;MAIN;27;;;
F21EEC6C;4;SOF;2;Taylor Silver Deposit;MAIN;28;;;
F48B1921;1;DET;1;Peñasco Quemado;MAIN;82|84|89;;;
F48B1921;3;BMF;1;Peñasco Quemado;MAIN;82|89|92;;;
F48B1921;4;SOF;2;Peñasco Quemado;MAIN;90|92;;;
F4CBDDAB;1;SSF;2;Copala;MAIN;54|55|62;2600.0;;
F4DA40EB;3;INT;2;Shafter deposit;MAIN;60|66;;;
F4DA40EB;4;FLD;1;Shafter deposit;MAIN;62;;;
F4F6118F;1;FLD;1;Keen Creek Horizon;MAIN;35|36|41|44;;;
F4F6118F;2;FLD;2;Keen Creek Horizon;MAIN;36|39|42|43|51|52|57;;;
F89FA822;1;SOF;2;Gavilanes;MAIN;52;;;
F89FA822;2;INC;2;Gavilanes;MAIN;52;;;
F9075644;1;CLD;1;La Negra;MAIN;26|42;;;
F9075644;2;INT;2;La Negra;MAIN;42;;;
F8C00475;1;INT;2;Zgounder;MAIN;74;;;
F8C00475;2;SHZC;2;Zgounder;MAIN;74;;;
F8C00475;3;ENE;3;Zgounder;MAIN;82;;;
F94132F5;1;FLD;1;Zimapan;MAIN;39;;;
F94132F5;2;FLD;2;Zimapan;MAIN;43|49;;;
F94132F5;3;LTC;2;Zimapan;MAIN;43;;;
F94132F5;4;INT;2;Zimapan;MAIN;46;;;
F9597F7E;1;LFT;2;Animas-Refugio Corridor;MAIN;26|29;3700.0;;extent:bounded
F9597F7E;2;INT;2;Animas-Refugio Corridor;MAIN;29;;;
FA179EBC;1;SSF;1;Boumadine;MAIN;52;1000.0;;extent:approx_magnitude
FA179EBC;2;ENE;2;Boumadine;MAIN;52;;;
FA179EBC;3;SHZC;2;Boumadine;MAIN;52;;;
FA179EBC;4;SSF;2;Boumadine;MAIN;52;;;
FA179EBC;6;INT;2;Boumadine;MAIN;68;;;
F9ED97DE;1;CSF;1;Chinchillas;MAIN;54;;;
F9ED97DE;3;INT;2;Chinchillas;MAIN;54;;;
F9ED97DE;4;GSC;2;Chinchillas;MAIN;62;;;
FB036D67;1;CSF;1;Guanajuato Mine;MAIN;47;25000.0;;
FB036D67;2;JOG;2;Guanajuato Mine;MAIN;50;;;
FA467164;1;DET;1;Peñasco Quemado;MAIN;116|122;;;
FA467164;2;LFT;2;Peñasco Quemado;MAIN;116|123;;;
FA467164;3;SHZC;2;Peñasco Quemado;MAIN;123;;;
FB971AFD;1;THR;2;Paca;MAIN;61;;;
FB971AFD;3;CLD;2;Paca;MAIN;61;;;
FB250354;1;SHZC;1;SGX;MAIN;39;;;
FB250354;2;THR;1;SGX;MAIN;39;;;
FBA23E07;1;CSF;1;La Joya;MAIN;67;;;
FBA23E07;2;FLD;2;La Joya;MAIN;73;;;
FBA23E07;4;INT;2;La Joya;MAIN;73;;;
FBC813C9;1;CSF;1;Oculto;MAIN;61;;;
FBC813C9;2;INT;1;Oculto;MAIN;61;;;
FBC813C9;4;UNC;2;Oculto;MAIN;66;;;
FC10A137;1;THR;2;Crescent Mine;MAIN;25;;;
FC10A137;2;SSF;1;Crescent Mine;MAIN;23|25;;;
FC10A137;3;CSF;1;Crescent Mine;MAIN;23|25;321868.0;;extent:bounded
FC10A137;4;SHZC;2;Crescent Mine;MAIN;25;;;
FBEF6507;2;LFT;2;Palmarejo;MAIN;67;;;
FBEF6507;3;SSF;1;Palmarejo;MAIN;65;;;
FBEF6507;4;JOG;2;Palmarejo;MAIN;65;;;
FBEF6507;5;INT;2;Palmarejo;MAIN;68;;;
FBEF6507;6;SOF;2;Palmarejo;MAIN;68;;;
FCB043A6;1;ENE;3;San Dimas;MAIN;63;;;
FCB043A6;2;TRT;2;San Dimas;MAIN;63;;;
FCB043A6;3;BMF;1;San Dimas;MAIN;62|63;;;
FCB043A6;4;BMF;1;San Dimas;MAIN;64;;;
FD7770D8;1;SSF;2;Los Ricos South;MAIN;82|84;3500.0;;
FCD81FFC;1;CLD;1;Mogollon District Veins;MAIN;46|52;;;
FCD81FFC;3;INT;2;Mogollon District Veins;MAIN;54;;;
FCD81FFC;4;LTC;2;Mogollon District Veins;MAIN;54;;;
FDEA31D6;1;SSF;2;Los Ricos South;MAIN;54|56;3500.0;;
FDEA31D6;2;TRT;1;Los Ricos South;MAIN;48|50;;;
FDEA31D6;3;BMF;1;Los Ricos South;MAIN;48;;;
FF6D816E;1;CSF;1;Arlington property;MAIN;33;;;
FF6D816E;2;SHZC;2;Arlington property;MAIN;27|29|31|32;;;
FF6D816E;3;SOF;2;Arlington property;MAIN;33;;;
FF446EFD;1;THR;1;Panuco Project;MAIN;83|88|98;;;
FF446EFD;2;SSF;1;Panuco Project;MAIN;82|93|98;;;
FF446EFD;3;LFT;1;Panuco Project;MAIN;83;;;
FF446EFD;4;SOF;2;Panuco Project;MAIN;88|91|94;;;
FF446EFD;5;JOG;2;Panuco Project;MAIN;94;;;
FF446EFD;6;TRP;1;Panuco Project;MAIN;98;;;
FF446EFD;7;TRT;1;Panuco Project;MAIN;98;;;
FFCDF978;1;CSF;1;Yaxtché;MAIN;49;;;
FFCDF978;2;SHZC;2;Yaxtché;MAIN;58;;;
FFCDF978;3;INT;2;Yaxtché;MAIN;58;;;
011DB75B;1;FLD;2;McIlvenna Bay Deposit;MAIN;111;;;
011DB75B;2;SHZC;2;McIlvenna Bay Deposit;MAIN;111;;;
004A897C;1;FLD;1;Jasperoide;MAIN;82;;;
004A897C;2;SSF;1;Jasperoide;MAIN;82;;;
004A897C;3;INC;2;Jasperoide;MAIN;81|82|94;;;
001DC466;1;FLD;1;Kamoto Copper Company;MAIN;66;;;
001DC466;2;THR;1;Kamoto Copper Company;MAIN;66|69;;;
001DC466;3;FLD;2;Kamoto Copper Company;MAIN;68;;;
012CDCE7;1;THR;2;Filo del Sol;MAIN;37|51|52;;;
012CDCE7;2;SHZC;1;Filo del Sol;MAIN;37|50;;;
0188D460;1;BXP;2;Kismet;MAIN;66|76;;;
01B9F6FB;1;THR;2;Filo del Sol;MAIN;47|48;;;
01FFC76A;2;BXP;2;Bolivar;MAIN;55;;;
