pdf_hash;fault_id;fault_setting;structural_order;target_name;target_role;evidence_pages;fault_extent_m;fault_distance_m;fault_geom_flags
0CB5C5C9;3;SOF;2;KCD;MAIN;58;;;
0CEB7E63;1;SHZC;2;Esaase;MAIN;31;;;
0CEB7E63;2;THR;2;Esaase;MAIN;31;;;
0CEB7E63;3;ENE;3;Esaase;MAIN;34;;;
0D0DF078;1;CSF;1;Herbert Veins;MAIN;19|21;;;
0CC855EB;1;SSF;1;Gold Pick;MAIN;47|48;;;
0CC855EB;2;SSF;2;Gold Pick;MAIN;48|53;;;
0D138A33;1;SHZC;1;BT deposit;MAIN;21;44000.0;;
0D138A33;2;SOF;2;BT deposit;MAIN;24|26;;;
0D1BA604;1;CSF;1;Havelock Project;MAIN;40|44;;7000.0;
0D1BA604;2;SHZC;1;Havelock Project;MAIN;44|45;;;
0D1BA604;3;SOF;2;Havelock Project;MAIN;42|45;;;
0D1BA604;4;ENE;2;Havelock Project;MAIN;45;;;
0DBC95C9;1;SSF;1;Batman deposit;MAIN;93;;;
0DBC95C9;2;SOF;2;Batman deposit;MAIN;93;;;
0D46872E;1;SHZC;2;Meadowbank deposits;MAIN;13|57;;;
0E09DB1B;1;SHZC;2;Monique Gold Zones;MAIN;22|27|30;;;
0E182762;1;SHZC;1;Gatsuurt;MAIN;67|72;200000.0;;extent:bounded
0E182762;2;SOF;2;Gatsuurt;MAIN;72;;;
0E182762;3;ENE;3;Gatsuurt;MAIN;74;;;
0E182762;4;THR;2;Gatsuurt;MAIN;74;;;
0E182762;5;JOG;2;Gatsuurt;MAIN;76;;;
0E681B6E;1;CSF;1;Kiryan;MAIN;31;;7000.0;
0E681B6E;2;SOF;2;Kiryan;MAIN;31|34|40|41;;;
0E681B6E;3;SOF;2;Kiryan;MAIN;35;;;
0EC27446;1;SHZC;1;Masato;MAIN;32|38;;;
0EC27446;2;SHZC;2;Masato;MAIN;38|46;;;
0E3A1F62;1;TRT;2;Goose Site;MAIN;72;;;
0E3A1F62;2;FLD;2;Goose Site;MAIN;65|72;;;
0F4CC9B9;1;CSF;1;Santo Antonio;MAIN;26;;;
0F4CC9B9;2;SHZC;1;Santo Antonio;MAIN;26;;;
0F4CC9B9;3;ENE;3;Santo Antonio;MAIN;31;;;
0F6F8EB9;1;CSF;1;Bigar Hill;MAIN;34|35;;;
0F6F8EB9;3;SSF;2;Bigar Hill;MAIN;47;;;
0F7248E2;1;THR;2;Lafigue;MAIN;74|76;;;
0F7248E2;2;SHZC;1;Lafigue;MAIN;79;;;
0F7248E2;3;LTC;2;Lafigue;MAIN;75|76|79;;;
0F7248E2;4;ENE;3;Lafigue;MAIN;75;;;
0F825C4A;1;SHZC;1;Youga;MAIN;91;100000.0;;extent:bounded
0FD3508E;1;THR;1;Morro do Ouro;MAIN;33|38|43;;;
0FD3508E;2;SHZC;1;Morro do Ouro;MAIN;38|40;;;
0FD3508E;3;NRM;2;Morro do Ouro;MAIN;38;;;
0F8AE956;1;THR;1;Gold Quarry;MAIN;82|87;;;
0F8AE956;2;SOF;2;Gold Quarry;MAIN;87;;;
0F8AE956;3;THR;2;Gold Quarry;MAIN;87;;;
0FB9B301;1;CSF;1;Canadian Malartic;MAIN;31;;;extent:unparseable
0FB9B301;2;SOF;2;Canadian Malartic;MAIN;32;;;
104A5E9E;1;SHZC;2;Lacoma;MAIN;29;;;
104F165D;1;SHZC;1;Sissingué;MAIN;84;;;
104F165D;2;FLD;2;Sissingué;MAIN;78;;;
10B0ED67;1;SOF;2;Raven;MAIN;18;;;
10B0ED67;2;FLD;2;Raven;MAIN;14;;;
10D4734D;1;MYLC;2;New Britannia Mine;MAIN;67|68;;;
10D4734D;2;THR;1;New Britannia Mine;MAIN;67;;;
10D4734D;3;MYLC;2;New Britannia Mine;MAIN;72;;;
112BAE17;1;SHZC;1;Island Gold;MAIN;69|87;30000.0;;
112BAE17;2;SOF;2;Island Gold;MAIN;87;;;
116130B5;1;SHZC;1;Omega Group;MAIN;23|26;160000.0;;extent:bounded
116130B5;2;SOF;2;Omega Group;MAIN;25;;;
116130B5;3;THR;2;Omega Group;MAIN;25;;;
11873F4A;1;DOM;2;Butiá;MAIN;30;;;
11661848;1;CSF;1;Venice Complex;MAIN;42;;;
11661848;2;SOF;2;Venice Complex;MAIN;42;;;
11661848;3;THR;2;Venice Complex;MAIN;46|52;;;
11661848;4;SHZC;2;Venice Complex;MAIN;46|47;;;
11661848;5;SOF;3;Venice Complex;MAIN;49;;;
11E61ECF;1;TRP;2;Lone Star;MAIN;52|53;;;
11E61ECF;2;SHZC;2;Lone Star;MAIN;52;;;
11E61ECF;3;CSF;1;Lone Star;MAIN;75;;;
11B1508F;1;FLD;2;Rajapalot;MAIN;23;;;
11BABB77;1;SHZC;1;Douay East;MAIN;40|41;100000.0;;extent:bounded
11BABB77;2;SOF;2;Douay East;MAIN;41;;;
119A11D5;1;FLD;2;Fifteen Mile Stream;MAIN;46|48;;;
119A11D5;2;THR;2;Fifteen Mile Stream;MAIN;52;1000.0;;extent:bounded
12322F42;1;SHZC;1;White Mountain;MAIN;13;10000.0;;
12322F42;2;THR;2;White Mountain;MAIN;13|14;;;
12322F42;4;SOF;2;White Mountain;MAIN;14;;;
11EE97BD;1;TRP;1;Golden Saddle;MAIN;58;;;
1228157A;1;CSF;1;Tabakoto Deposit;MAIN;58;120000.0;15000.0;
1228157A;2;SOF;2;Tabakoto Deposit;MAIN;58;;;
1228157A;3;FLD;2;Tabakoto Deposit;MAIN;69|73;;;
1228157A;4;INT;2;Tabakoto Deposit;MAIN;69;;;
125F6C94;1;LFT;2;Cristina;MAIN;47|56;;;
12AC17AA;1;CSF;1;Kona South;MAIN;18;;;
12AC17AA;2;SOF;2;Kona South;MAIN;18;;;
1262CB45;1;INT;2;Kao;MAIN;23;;;
12D0B97D;1;SHZC;1;Makosa;MAIN;18;;;
12D0B97D;2;SOF;2;Makosa;MAIN;20;4500.0;;
12D0B97D;3;JOG;2;Makosa;MAIN;20;;;
12F3C89C;1;SHZC;1;AMAX Area;MAIN;19;;;
134FCCD2;1;SHZC;2;Wassa;MAIN;46|48;;;
1339F97C;1;SHZC;1;Detour Lake and West Detour;MAIN;61|69;30000.0;;extent:bounded
1339F97C;2;SOF;2;Detour Lake and West Detour;MAIN;69;;;
1339F97C;3;FLD;2;Detour Lake and West Detour;MAIN;69;;;
13CCF8B6;1;FLD;2;Twangiza;MAIN;39|40;;;
13CCF8B6;2;SSF;2;Twangiza;MAIN;40;;;
13CCF8B6;3;SOF;2;Twangiza;MAIN;40;;;
13EA550C;1;MYLC;1;Antenna deposit;MAIN;31;;;
13FE50E7;1;DOM;2;Butia;MAIN;57;;;
14148DAC;1;SOF;2;Douay West;MAIN;42|44;;17.5;distance:range_mean
14148DAC;2;SHZC;1;Douay West;MAIN;40;;;
149016FB;1;SHZC;2;Faina;MAIN;55|64|70;7000.0;;
14160ED1;1;SHZC;1;Kobada;MAIN;96|106|107;;;
14160ED1;2;ENE;2;Kobada;MAIN;96|106|107;;;
14160ED1;3;JOG;2;Kobada;MAIN;108;;;
14DE3D9A;1;TRP;1;Asuogya;MAIN;22;;;
14DE3D9A;2;SHZC;1;Asuogya;MAIN;17|19;;;
14DE3D9A;3;INT;2;Asuogya;MAIN;19;;;
14DE3D9A;4;SHZC;2;Asuogya;MAIN;20;;;
14BDF6F7;1;CSF;1;Pinson;MAIN;49|51;;;
14BDF6F7;2;SOF;2;Pinson;MAIN;51|52;;;
14BDF6F7;3;INT;2;Pinson;MAIN;52|54|62;;;
14BDF6F7;4;SHZC;2;Pinson;MAIN;52;;;
14E5F379;1;CSF;1;Star Lake;MAIN;26|32;;;
14E5F379;2;CSF;1;Star Lake;MAIN;32|61;;;
14D7CA01;1;SHZC;1;Appleton Fault Zone;MAIN;87|112|113;;;
14D7CA01;2;SHZC;1;Joe Batt's Pond Fault Zone;MAIN;87;;;
14D7CA01;3;SOF;2;Keats-Baseline Fault Zone;MAIN;96;;;
14D7CA01;4;SOF;2;Queensway Project;MAIN;112|113;;;
14FE1F17;1;SSF;2;RZ;MAIN;40;;;
15AF8D4C;1;SOF;2;Triangle Deposit;MAIN;80;;;
15AF8D4C;2;CSF;1;Triangle Deposit;MAIN;73|87;;;
158B14EB;1;SHZC;1;Zone 2;MAIN;34;;;
158B14EB;2;SSF;2;Zone 2;MAIN;38;;;
158B14EB;3;SOF;2;Zone 2;MAIN;38;;;
158B14EB;4;SOF;3;Zone 2;MAIN;38;;;
159672F0;1;CSF;1;Rattling Brook Gold Deposit;MAIN;49|52;;;
159672F0;2;THR;1;Rattling Brook Gold Deposit;MAIN;53|58;;;
159672F0;3;SOF;2;Rattling Brook Gold Deposit;MAIN;73|74;;;
15D04CB0;1;SHZC;2;DAC Deposit;MAIN;37;;;
15D04CB0;2;FLD;2;DAC Deposit;MAIN;37;;;
15CB45F5;1;CSF;1;Pitt Gold;MAIN;23|24|27;;;
15CB45F5;2;SOF;2;Pitt Gold;MAIN;23|27;;;
15CB45F5;3;ENE;3;Pitt Gold;MAIN;30;;;
15E968D0;1;SHZC;1;Linkwood;MAIN;18|21;44000.0;;
15E968D0;2;SOF;2;Linkwood;MAIN;21|23;;;
15D484D9;1;SOF;2;Reward;MAIN;53;;;
15D484D9;2;SOF;2;Reward;MAIN;54;;;
16AC2F72;3;THR;2;Lookout Mountain;MAIN;60;;;
16683AD0;1;SHZC;2;Tabakoroni;MAIN;21|22|23;;;
16683AD0;2;SOF;N/A;Tabakoroni;MAIN;22;;;
16BBCB94;1;DET;1;Big Hill;MAIN;39;;;
16BBCB94;2;THR;1;Big Hill;MAIN;39;;;
16BBCB94;5;THR;2;Big Hill;MAIN;47;;;
16C7BB46;1;THR;2;Kone;MAIN;60|67;;;
16C7BB46;2;THR;3;Kone;MAIN;60;;;
1737DA07;1;SHZC;1;Island Zone;MAIN;60;30000.0;;
1737DA07;2;SOF;2;Island Zone;MAIN;60|62;;;
1737DA07;3;LTC;2;Island Zone;MAIN;63;;;
16ECE394;1;SHZC;1;Chaminé;MAIN;42|43;;;
16ECE394;2;JOG;2;Chaminé;MAIN;42|43;;;
16ECE394;3;INT;2;Chaminé;MAIN;43;;;
16D979D3;1;CSF;1;Duparquet;MAIN;52|57|68;;;
16D979D3;2;SOF;2;Duparquet;MAIN;57|59;;;
16D979D3;3;SOF;3;Duparquet;MAIN;60;;;
17E27C66;1;SHZC;2;Jefferson Gold Project;MAIN;30;;;
17E27C66;2;FLD;2;Jefferson Gold Project;MAIN;30;;;
17DC7EE4;1;SHZC;1;Omega;MAIN;21|25;;;
17DC7EE4;2;THR;2;Omega;MAIN;26;;;
17EF89A8;1;SHZC;1;Storø;MAIN;27;;;
17EF89A8;2;THR;2;Storø;MAIN;29;;;
181BF1B6;1;SHZC;1;Dubenski Gold Deposit;MAIN;23;;;
181BF1B6;2;SOF;2;Dubenski Gold Deposit;MAIN;31;915.0;;
17F98519;1;SHZC;1;Golouma West;MAIN;30|36|37;;;
17F98519;2;SHZC;2;Golouma West;MAIN;37|45;;;
17F98519;3;INT;2;Golouma West;MAIN;45;;;
1866E001;1;SHZC;2;Doropo Deposits;MAIN;28;;;
1866E001;2;INT;2;Doropo Deposits;MAIN;28;;;
182BC15E;1;SHZC;1;Timmins West Mine;MAIN;48|61;;5000.0;distance:bounded
182BC15E;2;SHZC;2;Timmins West Mine;MAIN;52|61;;;
182BC15E;3;SHZC;2;Timmins West Mine;MAIN;54|61;;;
182BC15E;4;MYLC;2;Timmins West Mine;MAIN;57|61;;;
18821E32;1;FLD;2;Choco 10;MAIN;52|64;;;
18B8525E;1;CSF;1;Tocantinzinho;MAIN;27;;;
18B8525E;2;INT;2;Tocantinzinho;MAIN;39;;;
1905889A;1;SSF;N/A;Netiana;MAIN;87;;;
1905889A;2;SHZC;2;Netiana;MAIN;95|103;5400.0;;extent:bounded
19BC2616;1;THR;1;Table Mountain Vein Systems;MAIN;30;;;
19BC2616;2;SSF;1;Table Mountain Vein Systems;MAIN;35;15000.0;;
19BC2616;3;SSF;1;Table Mountain Vein Systems;MAIN;35;;;
1A09A6C5;1;SHZC;1;Flordin deposit;MAIN;30|34|38;80000.0;;extent:bounded
1A09A6C5;2;SOF;2;Flordin deposit;MAIN;34;;;
1A09A6C5;3;MYLC;2;Flordin deposit;MAIN;34;;;
1A0EC604;1;SHZC;1;Douay West;MAIN;43;;;
1A0EC604;2;SHZC;2;Douay West;MAIN;46|49;;17.5;distance:range_mean
1A0EC604;3;ENE;3;Douay West;MAIN;46;;;
1A1956D4;1;SOF;2;Jinfeng;MAIN;23|26|27;;;
1A1956D4;2;INT;2;Jinfeng;MAIN;23|26|31;;;
1A1956D4;3;THR;2;Jinfeng;MAIN;24|27;;;
1A1956D4;4;SHZC;3;Jinfeng;MAIN;26;;;
1A1CA32E;1;SHZC;2;Kobada;MAIN;38|39;;;
1A6CFF70;1;TRP;2;North Lake deposit;MAIN;89;;;
1A7B38F8;1;SHZC;2;Nalunaq;MAIN;51|61;;;
1A7C389B;2;ENE;3;Goingoindougou;MAIN;46;;;
1AC556B7;1;THR;2;Gourbassi West;MAIN;62;;;
1B737743;1;SHZC;1;Borborema deposit;MAIN;86;;;
1B737743;2;SHZC;2;Borborema deposit;MAIN;86;;;
1B737743;3;SHZC;2;Borborema deposit;MAIN;80|83|84;;;
1B737743;4;THR;1;Borborema deposit;MAIN;93;;;
1B2900EE;1;SHZC;1;Bomboré;MAIN;36|42;30000.0;;extent:approx_magnitude
1B2900EE;2;CSF;1;Bomboré;MAIN;33|42;;;
1B76BEA9;1;SHZC;1;Donchester Mine;MAIN;21|24|25;2100.0;;extent:bounded
1B76BEA9;2;SOF;2;Donchester Mine;MAIN;24|25;;;
1B999829;1;SHZC;1;Marudi Property;MAIN;32;;;
1B84EA2F;1;SHZC;1;Nkran;MAIN;75|80;150000.0;;
1B84EA2F;2;SSF;1;Nkran;MAIN;81;;;
1B84EA2F;3;SOF;2;Nkran;MAIN;83;;;
1B84EA2F;4;THR;2;Nkran;MAIN;83|85;;;
1BBCE5C2;1;THR;2;Mosquito Hill;MAIN;78|83;;;
1BBCE5C2;2;MYLC;2;Mosquito Hill;MAIN;78|83;;;
1BBCE5C2;3;CSF;1;Mosquito Hill;MAIN;84;;;
1BEAFCFB;1;SOF;2;55 Zone;MAIN;28|33;900.0;;extent:bounded
1BEAFCFB;2;SHZC;1;55 Zone;MAIN;26|33;;;
1BC9BB63;1;THR;N/A;Taurus Deposit;MAIN;26;;;
1BC9BB63;2;TRP;3;Taurus Deposit;MAIN;26;;;
1BC9BB63;3;SHZC;1;Taurus Deposit;MAIN;28;;;
1BC9BB63;4;SOF;2;Taurus Deposit;MAIN;28;;;
1BFE7520;1;CSF;1;Mankarga 5;MAIN;47|48|52;;;
1BEE6489;1;LTC;2;Frankfield East Deposit;MAIN;39|41|45;;;
1C01C09B;1;THR;2;Pilar;MAIN;64;;;
1C5D0682;1;SHZC;2;Tassawini;MAIN;30|32;;;
1C3385F6;1;SHZC;1;Choco 10;MAIN;47;;;
1C3385F6;2;SHZC;2;Choco 10;MAIN;52|53|54|55;;;
1C3385F6;3;FLD;2;Choco 10;MAIN;51|52|53;;;
1C08D521;1;SHZC;1;Massawa;MAIN;63;;;
1C08D521;2;SOF;2;Massawa;MAIN;69;;;
1C08D521;3;INT;2;Massawa;MAIN;69;;;
1CD9BB53;1;SHZC;2;Mt Clifford;MAIN;82;;;
1CA3A079;1;CSF;1;Long Canyon;MAIN;26;;;
1CA3A079;2;FLD;2;Long Canyon;MAIN;40;;;
1CA3A079;3;BMF;1;Long Canyon;MAIN;37;;;
1CA3A079;4;THR;N/A;Long Canyon;MAIN;34|37;;;
1CA3A079;5;BXP;N/A;Long Canyon;MAIN;37;;;
1CAE0FC0;1;CSF;1;Santa Gertrudis;MAIN;63;;;
1CAE0FC0;2;INT;2;Santa Gertrudis;MAIN;62;;;
1CAE0FC0;3;THR;2;Santa Gertrudis;MAIN;58|62;;;
1CEBFF59;1;SHZC;1;Oko Main Zone;MAIN;71;17000.0;;
1CEBFF59;2;SHZC;2;Oko Main Zone;MAIN;76|79;;;
1CEBFF59;3;JOG;3;Oko Main Zone;MAIN;74|75|79;;;
1CEBFF59;4;INT;3;Oko Main Zone;MAIN;80;;;
1D25010B;1;SHZC;2;Natougou;MAIN;31|36|38;;;
1D754D16;1;SOF;2;Easy Junior;MAIN;35|37;;;
1D754D16;2;FLD;2;Easy Junior;MAIN;35|37;;;
1D2D184E;1;TRP;1;Paciência Mining Complex;MAIN;39;60000.0;;extent:bounded
188135F4;1;SHZC;2;Francoeur Deposit;MAIN;19|20;;;
188135F4;2;CSF;1;Francoeur Deposit;MAIN;19;;1000.0;
188135F4;3;CSF;1;Francoeur Deposit;MAIN;19;;;
1D9455F0;1;BMF;2;Pan Project;MAIN;42|44|47;;;
1DAEC218;1;SHZC;2;Björkdal;MAIN;58|64;;;
1DAEC218;2;SSF;2;Björkdal;MAIN;58|64;;;
1DAEC218;3;SOF;3;Björkdal;MAIN;64;;;
1DAEC218;4;THR;1;Björkdal;MAIN;52;;;
1DD36FDF;1;THR;1;Gold Pick;MAIN;4|53;;;
1DFA2C0F;1;SHZC;1;Apankrah;MAIN;36;;;
1DFA2C0F;2;SOF;2;Apankrah;MAIN;34|36;;;
1E022488;1;CSF;1;Orenada;MAIN;89;;;
1E022488;2;FLD;2;Orenada;MAIN;91|93;;;
1E0A2A78;1;SHZC;1;Detour Lake;MAIN;94;30000.0;;
1E0A2A78;2;SOF;2;Detour Lake;MAIN;96;;;
1E11A67B;1;SHZC;1;Madsen Deposit;MAIN;58|67;5000.0;;
1E11A67B;2;SOF;2;Madsen Deposit;MAIN;62|74|75;;;
1E11A67B;3;LTC;2;Madsen Deposit;MAIN;61|64|75;;;
1E1F8F66;1;SHZC;1;Mankouke South;MAIN;48;30000.0;;extent:bounded
1E40059D;1;SHZC;1;Baritic Zone;MAIN;30|32|39;;;
1E40059D;2;SOF;2;Baritic Zone;MAIN;32|39|40;7000.0;;extent:bounded
1E319B80;1;SHZC;1;Malikoundi;MAIN;49|51|53|65;;;
1E319B80;2;SOF;2;Malikoundi;MAIN;53;;;
1E319B80;3;THR;2;Malikoundi;MAIN;58;;;
1E319B80;4;INT;2;Malikoundi;MAIN;61;;;
1E769595;1;THR;1;Posse;MAIN;32|35;50000.0;;
1E769595;2;SOF;2;Posse;MAIN;33;;;
1E769595;3;MYLC;3;Posse;MAIN;33;;;
1E769595;4;JOG;3;Posse;MAIN;33;;;
1E99CAC7;1;SSF;2;Paiol;MAIN;46;;;
1EA4BB1E;1;CSF;1;São Vicente;MAIN;29;600000.0;;extent:bounded
1EA4BB1E;2;THR;1;São Vicente;MAIN;32;;;
1EA4BB1E;3;SHZC;2;São Vicente;MAIN;33;;;
1EA4BB1E;4;MYLC;2;São Vicente;MAIN;33;300.0;;extent:approx_magnitude
1ED86FA6;1;SHZC;1;Eagle River;MAIN;22;;;
1ED86FA6;2;SOF;2;Eagle River;MAIN;22|28|29;;;
1EB76791;1;CSF;1;Sergeevskoe;MAIN;35|37;;;
1EB76791;3;SOF;2;Sergeevskoe;MAIN;37|40|44;;;
1EE33807;1;CSF;1;HBJ;MAIN;40|44;;;
1F0751C3;1;CSF;1;Florida Canyon Mine;MAIN;42;200000.0;;
1F0751C3;2;SOF;1;Florida Canyon Mine;MAIN;42;;;
1F0751C3;3;LFT;1;Florida Canyon Mine;MAIN;42|44;;;
1F0751C3;4;THR;1;Florida Canyon Mine;MAIN;42;;;
1F0EE9E9;1;CSF;1;Carolin Mine;MAIN;38|41;60000.0;150.0;
1F0EE9E9;2;FLD;2;Carolin Mine;MAIN;43;;;
1F0EE9E9;3;INT;1;Carolin Mine;MAIN;38;;;
1F1DC537;1;THR;2;Relief Canyon;MAIN;69;;;
1F1DC537;2;SSF;1;Relief Canyon;MAIN;62;;;
1F458B48;1;THR;2;Kalana;MAIN;114;;;
1F458B48;2;SHZC;2;Kalana;MAIN;114;;;
1F458B48;3;ENE;3;Kalana;MAIN;114|117;;;
1F6D12E8;1;INC;2;Majorodam;MAIN;29;;;
1F6D12E8;2;SOF;2;Majorodam;MAIN;29;;;
1F630381;1;CSF;1;Golden Harker;MAIN;32|42|44;;5000.0;distance:bounded
1F630381;2;SOF;2;Golden Harker;MAIN;42|46;;;
1FC92E68;3;INT;2;South Bullfrog Property;MAIN;82;;;
1FC92E68;4;CLD;2;South Bullfrog Property;MAIN;77|81;;;
1FC92E68;5;DET;1;South Bullfrog Property;MAIN;79;;;
2010BE16;1;CSF;1;Triangle;MAIN;76|79;500000.0;;extent:bounded
2010BE16;2;SHZC;2;Triangle;MAIN;79;3500.0;;extent:bounded|extent:range_mean
2010BE16;3;THR;3;Triangle;MAIN;79|83;1500.0;;extent:range_mean
202807F1;1;INT;2;Kouroussa;MAIN;36;;;
1FFDF094;1;THR;2;Trident;MAIN;45;7.5;;extent:range_mean
1FFDF094;2;MYLC;2;Trident;MAIN;45;7.5;;extent:range_mean
1FFDF094;3;THR;2;Trident;MAIN;45|54;5.0;;
1FFDF094;4;SOF;2;Trident;MAIN;45;;;
20D3D36E;1;FLD;2;Goldboro;MAIN;34|42;;;
20F6CE4D;1;THR;1;Providence Mine;MAIN;34;;;
213027CF;1;SHZC;1;Aurora Gold Project;MAIN;57;;;
213027CF;2;SHZC;2;Aurora Gold Project;MAIN;58|59|61|63;;;
213027CF;3;LTC;2;Aurora Gold Project;MAIN;62|63;;;
20E2443B;1;CSF;1;Lamaque;MAIN;43|53;200000.0;;extent:bounded
20E2443B;2;THR;2;Lamaque;MAIN;58;;;
20E2443B;3;SHZC;2;Lamaque;MAIN;58;;;
20E2443B;4;SOF;3;Lamaque;MAIN;58|64;;;
2187A358;1;SHZC;2;Reward Zone;MAIN;56;4828.0;;extent:bounded
217876A7;1;SSF;2;Björkdal;MAIN;65;;;
217876A7;2;TRP;2;Björkdal;MAIN;67;;;
219157FE;1;SHZC;1;Bom Jardim;MAIN;16|24;36000.0;;extent:bounded|extent:approx_magnitude|extent:bounded
219157FE;2;CLD;2;Bom Jardim;MAIN;14|16|22;;;
21F50592;1;LTC;2;Maud Creek deposit;MAIN;53;;;
21EC804B;1;SHZC;2;Paredones;MAIN;40|43;6000.0;;
21ACC570;1;THR;2;Boroo;MAIN;56;2400.0;;
21ACC570;2;SOF;1;Boroo;MAIN;52;;;
221226CF;1;THR;1;Satinoco;MAIN;17;;;
221226CF;2;SHZC;2;Satinoco;MAIN;18;;;
2235BE82;1;CSF;1;Black Fox;MAIN;50|52|61;200000.0;;
2235BE82;2;SOF;2;Black Fox;MAIN;61;;;
2235BE82;3;SHZC;2;Black Fox;MAIN;63;;;
2247EB88;1;SHZC;1;Blanket Mine;MAIN;44|45;18000.0;;
2247EB88;2;SHZC;2;Blanket Mine;MAIN;45|48|49;;;
2298CBFE;1;CSF;1;Beattie-Donchester;MAIN;18;;;
2298CBFE;2;SOF;2;Beattie-Donchester;MAIN;18|20;2100.0;;
229E58E2;1;SHZC;1;Alexander Property;MAIN;27;;;
229E58E2;2;SHZC;2;Alexander Property;MAIN;36|37;;;
233AFC1B;1;SSF;1;Björkdal;MAIN;59|65;;;
233AFC1B;2;SSF;2;Björkdal;MAIN;65;;;
233AFC1B;3;THR;2;Björkdal;MAIN;53;;;
2340AEB1;2;INT;N/A;Eldorado;MAIN;26;;;
22DBA216;1;CSF;1;Tower Gold Project;MAIN;98|99|114;;;
22DBA216;2;SOF;2;Tower Gold Project;MAIN;99|102|114;;;
22DBA216;3;INT;2;Tower Gold Project;MAIN;102|107|108;;;
23472CCD;1;SHZC;2;São Sebastião;MAIN;36|41;;;
23472CCD;2;FLD;2;São Sebastião;MAIN;37|41;;;
23472CCD;3;THR;2;São Sebastião;MAIN;37;;;
2394D734;1;THR;2;Kone;MAIN;42|49;;;
2394D734;2;THR;3;Kone;MAIN;42;;;
236B651A;1;SHZC;N/A;Bilboes;MAIN;60;;;
236B651A;2;ENE;3;Bilboes;MAIN;60;;;
235457EF;1;SHZC;1;Los Planes and Las Colinas;MAIN;21;3000.0;;
235457EF;2;THR;1;Los Planes and Las Colinas;MAIN;21;3000.0;;
235457EF;3;LFT;2;Los Planes and Las Colinas;MAIN;21;;;
23FBC1A2;1;SHZC;1;Discovery;MAIN;24;80000.0;;extent:bounded
23FBC1A2;2;SSF;1;Discovery;MAIN;24;;;
23FBC1A2;3;INT;2;Discovery;MAIN;26;;;
239DB373;1;SOF;2;Merian II;MAIN;57;;;
24B9A082;1;CSF;1;Mankarga;MAIN;73|76;;;
24BD37C9;1;SHZC;2;Sam Otto;MAIN;64;;;
24BD37C9;2;SOF;3;Sam Otto;MAIN;64;;;
24BD37C9;3;SOF;2;Sam Otto;MAIN;64;;;
25CA4953;1;SHZC;1;Corner Lake Gold Deposit;MAIN;20|22;40000.0;;extent:bounded
25CA4953;2;SOF;2;Corner Lake Gold Deposit;MAIN;20|25;;;
25CA4953;3;INT;2;Corner Lake Gold Deposit;MAIN;21|22|25;;;
25B1C7D2;1;CSF;1;Beattie-Donchester;MAIN;18|19|21;;;
25B1C7D2;2;SOF;2;Beattie-Donchester;MAIN;19|21;2100.0;;extent:bounded
2624ABED;1;SHZC;1;SREP deposits;MAIN;23;;;
2624ABED;2;SOF;2;SREP deposits;MAIN;23;;;
2624ABED;3;INT;2;SREP deposits;MAIN;23;;;
2624ABED;4;FLD;2;SREP deposits;MAIN;23;;;
25F92493;1;THR;2;Lafigué;MAIN;194;;;
25F92493;2;LTC;2;Lafigué;MAIN;195|202;;;
26305346;1;DET;1;Black Pine;MAIN;36|40|46;;;
26305346;2;SOF;2;Black Pine;MAIN;40|46|52;;;
2640ABDA;1;SSF;1;Bralorne-Pioneer;MAIN;53;;;
2640ABDA;4;SOF;2;Bralorne-Pioneer;MAIN;58;;;
26519CE6;1;CSF;1;Midway Project;MAIN;43;;;
265A3824;1;SHZC;1;M Zone;MAIN;30;12000.0;;extent:bounded
265A3824;2;LTC;2;M Zone;MAIN;32|36|41;;;
266494E0;1;SHZC;1;Obotan;MAIN;36|37;;;
266494E0;2;LTC;2;Obotan;MAIN;36;;;
26906D0E;1;THR;2;Lunch Pond South Extension;MAIN;39;;;
26906D0E;4;CSF;1;Lunch Pond South Extension;MAIN;26|28|35;;;
26EE263C;1;FLD;1;Touquoy West;MAIN;80|104;;;
275CD4A0;1;BMF;1;Cecil R;MAIN;33;;;
27014924;1;INT;2;Helen Zone;MAIN;46;;;
275840FC;1;TRP;2;C1;MAIN;74;20000.0;;extent:bounded
275840FC;2;SHZC;1;C1;MAIN;67;3000.0;;extent:approx_magnitude
275840FC;3;SSF;1;C1;MAIN;67;;;
2785C445;1;FLD;2;Beaver Dam deposit;MAIN;31|35;;;
27651010;1;THR;2;Bell Creek;MAIN;48|49;;;
27651010;2;SOF;2;Bell Creek;MAIN;52;;;
27651010;3;LTC;2;Bell Creek;MAIN;52;;;
278FF823;1;SHZC;1;Detour Lake;MAIN;93;30000.0;;
279D99F2;1;CSF;1;Hislop Deposit;MAIN;36|39|46;;;
279D99F2;2;SHZC;2;Hislop Deposit;MAIN;41;;;
279D99F2;3;LTC;2;Hislop Deposit;MAIN;41|45;;;
279D99F2;4;INT;2;Hislop Deposit;MAIN;48;;;
279D99F2;5;SSF;2;Hislop Deposit;MAIN;44;;;
27E5F10F;1;CSF;1;Marriott Gold Zone;MAIN;16|22;;;
27E5F10F;2;LTC;2;Marriott Gold Zone;MAIN;22|23;;;
27B398CE;1;SHZC;1;True North;MAIN;48;;;
27B398CE;2;SOF;2;True North;MAIN;50|55;;;
27B398CE;3;JOG;3;True North;MAIN;56;;;
